Transaction_ID,Customer_ID,Customer_Age,Customer_Gender,Account_Balance,Account_Age_Months,Transaction_Amount,Average_Transaction_Amount,Transaction_Date,Transaction_Time,Time_Period,Location,Payment_Method,Device_Type,Merchant_Category,Transaction_Status,Daily_Transaction_Count,Weekly_Transaction_Count,Distance_From_Home_KM,Login_Attempts,Failed_Transactions_Last_24H,New_Device,International_Transaction,Card_Present,IP_Risk_Score,Risk_Level
TXN000565,CUST1616,57,Other,258857.26,150,19244.68,45493.68,06-09-2025,22:26,Night,Hyderabad,Net Banking,ATM,Entertainment,Success,5,6,104,5,2,Yes,No,No,51,Medium
TXN000566,CUST8315,19,Male,318607.63,21,48872.22,40105.28,04-11-2023,18:17,Evening,Coimbatore,Wallet,POS,Travel,Success,16,80,257,4,0,No,No,No,68,Medium
TXN000567,CUST6023,63,Other,39525.54,137,37249.37,1599.93,26-08-2024,11:05,Morning,Chennai,Credit Card,Web,Travel,Failed,9,12,2,5,5,Yes,Yes,No,2,Medium
TXN000568,CUST2132,66,Male,384811.73,103,62112.63,22679.86,14-05-2025,20:47,Evening,Jaipur,Wallet,ATM,Healthcare,Success,16,50,106,2,4,Yes,Yes,No,24,Medium
TXN000569,CUST1815,41,Female,379748.06,39,78585.18,36572.26,27-11-2024,20:52,Evening,Mumbai,UPI,POS,Healthcare,Success,10,84,281,5,5,No,Yes,Yes,79,High
TXN000570,CUST1307,51,Other,488074.33,96,41087.55,42102.54,09-04-2025,09:08,Morning,Hyderabad,Debit Card,POS,Shopping,Success,7,97,185,2,1,No,Yes,No,51,Medium
TXN000571,CUST5963,20,Male,249529.67,107,56783.32,2326.47,27-04-2026,22:04,Night,Mumbai,UPI,POS,Travel,Success,13,22,126,2,3,Yes,No,No,77,High
TXN000572,CUST8345,52,Female,279635.4,23,95762.94,14860.22,02-12-2025,20:06,Evening,Chennai,UPI,Mobile,Food,Success,12,55,275,2,2,No,Yes,Yes,11,Medium
TXN000573,CUST8435,70,Male,243413.08,76,66536.41,18045.23,22-05-2024,02:58,Morning,Bangalore,UPI,Web,Fuel,Success,13,83,249,2,3,No,Yes,No,10,Medium
TXN000574,CUST7614,63,Female,130295.2,53,79236.24,13513.94,20-02-2023,12:33,Afternoon,Hyderabad,Debit Card,Mobile,Food,Success,14,93,14,3,4,Yes,Yes,Yes,65,High
TXN000575,CUST9583,46,Other,68417.07,80,30182.94,33566.34,21-10-2023,16:20,Afternoon,Bangalore,Debit Card,Web,Fuel,Success,9,21,80,2,4,No,Yes,Yes,27,Medium
TXN000576,CUST6018,65,Other,164695.72,69,22585.23,49189.98,17-07-2023,06:21,Morning,Kolkata,Credit Card,ATM,Electronics,Success,13,20,50,2,1,Yes,Yes,No,37,Medium
TXN000577,CUST3503,68,Male,335837.92,62,46628.78,37668.67,01-02-2023,10:43,Morning,Chennai,UPI,ATM,Fuel,Success,20,34,154,5,1,Yes,No,No,94,Medium
TXN000578,CUST6247,47,Male,7187.03,129,10647.64,19710.35,13-10-2025,05:41,Morning,Ahmedabad,Wallet,POS,Shopping,Success,15,9,188,3,4,No,Yes,Yes,62,Medium
TXN000579,CUST2175,68,Female,370170.51,73,42082.68,5602.82,08-11-2025,08:57,Morning,Ahmedabad,Credit Card,Web,Travel,Success,15,73,265,4,3,Yes,No,No,100,High
TXN000580,CUST7044,51,Male,47239.03,39,63834.76,17959.26,18-11-2025,05:52,Morning,Jaipur,UPI,POS,Fuel,Success,1,32,206,5,3,No,No,No,63,Medium
TXN000581,CUST3198,44,Female,65944.23,10,27921.34,39616.84,25-04-2023,10:32,Morning,Pune,Credit Card,Mobile,Food,Success,12,75,92,6,4,No,No,No,5,Medium
TXN000582,CUST8957,64,Male,334836.76,165,7945.82,9997.16,28-07-2025,17:08,Evening,Hyderabad,Wallet,Web,Fuel,Failed,15,17,39,1,2,Yes,No,No,88,Medium
TXN000583,CUST5164,38,Other,257796.29,6,45099.22,824.27,13-09-2024,05:53,Morning,Hyderabad,Debit Card,ATM,Healthcare,Success,6,72,229,2,0,Yes,Yes,No,4,Medium
TXN000584,CUST9319,49,Female,134978.82,132,97067.03,33313.64,16-08-2024,09:59,Morning,Chennai,Debit Card,Mobile,Fuel,Success,11,75,283,5,5,No,No,Yes,61,Medium
TXN000585,CUST2145,36,Female,241900.51,170,63173.63,30504.09,29-03-2025,12:50,Afternoon,Coimbatore,Debit Card,ATM,Fuel,Success,7,12,67,1,4,Yes,No,Yes,78,High
TXN000586,CUST1056,65,Female,426419.15,51,50549.18,8644.29,18-05-2024,18:40,Evening,Chennai,Debit Card,Mobile,Healthcare,Success,3,71,24,1,5,No,Yes,Yes,57,Medium
TXN000587,CUST1021,37,Other,284586.38,6,76201.12,37511.24,26-07-2023,01:51,Morning,Jaipur,Credit Card,ATM,Healthcare,Success,4,41,256,6,4,No,No,No,14,Medium
TXN000588,CUST2650,35,Female,262710.86,27,99624.28,12210.93,02-02-2025,22:54,Night,Jaipur,Credit Card,Web,Grocery,Success,20,22,277,4,1,No,Yes,No,4,Medium
TXN000589,CUST9250,35,Male,274191.26,130,1486.86,17686.68,09-07-2023,02:38,Morning,Mumbai,Credit Card,Web,Food,Success,2,69,1,6,0,Yes,Yes,No,90,Medium
TXN000590,CUST6017,54,Other,34136.64,7,72483.99,19567.78,05-07-2025,16:25,Afternoon,Bangalore,Wallet,Web,Electronics,Success,5,51,295,5,0,Yes,No,Yes,76,High
TXN000591,CUST1877,44,Female,484176.01,98,61169.53,13814.99,12-07-2025,01:56,Morning,Delhi,Credit Card,ATM,Healthcare,Success,11,19,209,5,5,No,Yes,Yes,17,Medium
TXN000592,CUST4236,63,Female,199799.91,31,77646.57,3183.04,29-05-2025,10:01,Morning,Ahmedabad,Wallet,Mobile,Shopping,Success,6,50,194,5,0,No,No,No,47,Medium
TXN000593,CUST4710,53,Other,11219.52,48,67159.84,46855.74,27-10-2025,09:18,Morning,Kolkata,Credit Card,ATM,Fuel,Failed,5,87,88,2,5,Yes,No,Yes,92,High
TXN000594,CUST3212,20,Female,393440.36,130,78860.16,5305.42,23-05-2025,19:50,Evening,Kolkata,Net Banking,POS,Shopping,Success,11,53,31,2,1,No,Yes,No,29,Medium
TXN000595,CUST3677,64,Female,92394.3,9,64867.01,22847.15,30-01-2024,23:12,Night,Bangalore,Net Banking,ATM,Entertainment,Success,4,4,272,1,4,No,Yes,No,22,Medium
TXN000596,CUST1183,44,Male,388154.75,123,2179.87,35650.76,15-04-2024,18:42,Evening,Pune,Net Banking,ATM,Entertainment,Success,11,100,92,5,4,No,Yes,No,71,Medium
TXN000597,CUST8123,31,Female,391178.15,17,40055.61,37137.45,29-11-2025,20:00,Evening,Ahmedabad,UPI,ATM,Food,Success,3,8,14,4,2,Yes,No,Yes,13,Medium
TXN000598,CUST1175,69,Female,263819.08,29,20722.1,1708.83,06-05-2023,07:23,Morning,Delhi,Debit Card,Web,Food,Failed,16,72,26,2,0,No,No,Yes,63,Low
TXN000599,CUST6835,59,Other,94761.29,48,11630.55,5113.69,07-10-2025,07:09,Morning,Chennai,Wallet,Mobile,Grocery,Success,20,62,262,1,5,Yes,Yes,No,92,Medium
TXN000600,CUST4622,32,Female,407804.78,76,12012.4,34875.77,27-03-2023,14:19,Afternoon,Kolkata,Credit Card,Mobile,Grocery,Success,2,72,82,5,2,No,Yes,No,25,Low
TXN000601,CUST8338,20,Female,181763.77,44,26259.18,29869.3,08-09-2023,15:47,Afternoon,Hyderabad,Net Banking,Mobile,Fuel,Success,1,8,271,4,2,No,Yes,Yes,71,Medium
TXN000602,CUST3714,25,Female,490539.51,142,99355.33,34120.52,19-01-2026,18:46,Evening,Ahmedabad,Credit Card,Web,Fuel,Success,11,36,16,1,1,Yes,Yes,No,64,Medium
TXN000603,CUST9947,38,Other,466561,6,49856.93,11547.72,16-08-2024,20:44,Evening,Bangalore,Wallet,Mobile,Healthcare,Success,3,62,169,3,3,No,Yes,Yes,29,Medium
TXN000604,CUST6819,25,Male,348763.82,119,91587.93,32745.68,08-05-2025,06:00,Morning,Bangalore,Net Banking,Mobile,Fuel,Success,2,95,190,4,4,Yes,Yes,No,60,High
TXN000605,CUST6776,70,Other,331150.39,15,50926.6,6633.34,17-05-2023,04:04,Morning,Chennai,UPI,Web,Fuel,Success,8,12,75,1,4,Yes,No,Yes,11,Medium
TXN000606,CUST9839,62,Male,197017.31,141,13703.63,2635.19,25-09-2024,15:48,Afternoon,Mumbai,Credit Card,Mobile,Grocery,Success,6,4,29,2,5,No,No,No,47,Low
TXN000607,CUST5985,48,Female,179461.58,87,21905.84,16706.24,13-11-2024,01:12,Morning,Coimbatore,Credit Card,POS,Food,Success,18,68,30,1,5,Yes,Yes,No,33,Medium
TXN000608,CUST9601,60,Female,71058.86,54,34175.13,1813.39,11-01-2025,22:55,Night,Ahmedabad,Wallet,ATM,Fuel,Success,15,27,33,1,4,No,No,Yes,34,Medium
TXN000609,CUST4327,58,Female,368908.75,56,95912.85,49175.16,26-02-2026,02:01,Morning,Coimbatore,Wallet,ATM,Travel,Success,5,6,278,2,0,No,Yes,Yes,55,Medium
TXN000610,CUST1874,40,Female,263616.91,155,98662.45,42521.02,29-11-2023,06:12,Morning,Coimbatore,Credit Card,Web,Grocery,Success,4,68,10,6,2,No,No,No,43,Medium
TXN000611,CUST8080,67,Male,12643.85,174,66789.71,836.16,27-09-2025,13:37,Afternoon,Hyderabad,Wallet,ATM,Food,Success,20,60,197,6,0,Yes,No,Yes,6,Medium
TXN000612,CUST1345,67,Male,66789.17,32,34689.63,3373.34,18-01-2026,23:44,Night,Delhi,Debit Card,ATM,Shopping,Success,7,10,76,4,1,No,No,No,24,Medium
TXN000613,CUST6790,43,Female,419936.35,99,42621.45,34656.15,23-08-2023,15:39,Afternoon,Hyderabad,UPI,ATM,Food,Success,20,10,114,5,1,No,Yes,Yes,42,Medium
TXN000614,CUST3936,64,Female,465145.24,162,92451.38,43293.39,16-09-2024,22:41,Night,Kolkata,Net Banking,Web,Fuel,Success,5,50,106,6,4,No,Yes,No,7,High
TXN000615,CUST2422,70,Female,15359.26,74,21394.82,43200.24,05-07-2025,00:41,Morning,Delhi,Credit Card,POS,Healthcare,Success,20,14,169,6,0,No,Yes,No,20,Medium
TXN000616,CUST3876,26,Male,356183.39,40,7164,19684.77,29-08-2025,08:19,Morning,Chennai,Wallet,ATM,Fuel,Success,20,6,231,3,1,Yes,Yes,Yes,51,Medium
TXN000617,CUST6714,64,Female,329530.02,150,62401.39,35027.14,16-02-2024,21:21,Night,Jaipur,UPI,Mobile,Entertainment,Success,19,40,40,4,1,Yes,No,No,48,Medium
TXN000618,CUST3202,61,Male,29108.86,164,22226.49,8308.02,04-07-2024,18:46,Evening,Jaipur,Debit Card,Mobile,Healthcare,Success,19,27,205,1,3,Yes,Yes,Yes,74,Medium
TXN000619,CUST1778,66,Male,42180.23,76,54887.33,3839.47,13-04-2024,12:56,Afternoon,Mumbai,Net Banking,POS,Food,Success,2,45,290,3,5,Yes,Yes,Yes,97,High
TXN000620,CUST6332,48,Female,495243.01,180,97165.01,32195.99,03-11-2025,22:42,Night,Jaipur,UPI,POS,Food,Success,20,13,6,3,3,No,No,Yes,26,Medium
TXN000621,CUST5854,60,Female,183155.03,159,638.08,2128,24-11-2024,00:59,Morning,Kolkata,Net Banking,POS,Food,Success,6,92,124,5,4,No,No,Yes,43,Low
TXN000622,CUST4852,60,Male,198990.14,29,3279.44,25206.16,23-01-2023,12:31,Afternoon,Chennai,UPI,ATM,Fuel,Success,11,42,185,3,1,No,No,Yes,83,Low
TXN000623,CUST9221,36,Male,183859.62,64,33494.27,18129.69,19-08-2025,14:22,Afternoon,Kolkata,Credit Card,Web,Shopping,Failed,12,28,231,6,2,No,No,No,44,Low
TXN000624,CUST4662,30,Female,39986.99,55,24270.21,2690.24,11-04-2026,12:05,Afternoon,Ahmedabad,UPI,Web,Entertainment,Success,16,36,71,5,4,No,Yes,No,13,Medium
TXN000625,CUST9847,56,Other,214852.71,100,15336.4,39698.26,09-12-2024,19:07,Evening,Bangalore,UPI,ATM,Electronics,Success,2,88,246,6,2,No,Yes,Yes,62,Medium
TXN000626,CUST3590,59,Other,130306.91,109,21992.29,11825.85,15-08-2023,02:17,Morning,Coimbatore,Debit Card,Web,Shopping,Success,15,61,265,4,2,No,Yes,No,20,Medium
TXN000627,CUST9246,27,Male,50446.54,41,960.43,15819.97,06-05-2024,01:08,Morning,Coimbatore,Debit Card,Mobile,Entertainment,Success,1,38,290,6,1,No,Yes,Yes,99,Medium
TXN000628,CUST3737,20,Male,200054.64,84,46188.48,11543.45,30-08-2023,09:35,Morning,Chennai,Net Banking,Mobile,Fuel,Success,15,22,114,3,1,Yes,No,Yes,32,Low
TXN000629,CUST5381,67,Other,151015.59,54,22170.94,31296.48,01-12-2023,10:34,Morning,Kolkata,Credit Card,ATM,Electronics,Success,7,60,0,2,0,No,Yes,Yes,41,Low
TXN000630,CUST2612,50,Female,320990.55,113,66387.82,25191.97,08-07-2024,08:04,Morning,Ahmedabad,UPI,Web,Entertainment,Success,10,24,151,1,2,No,No,Yes,70,Medium
TXN000631,CUST3189,34,Male,367932.38,5,60487.48,18474.92,23-08-2024,18:23,Evening,Ahmedabad,Credit Card,ATM,Fuel,Success,9,29,213,4,4,Yes,Yes,Yes,91,High
TXN000632,CUST4267,18,Female,359088.09,142,65935.45,37738.6,19-12-2025,03:19,Morning,Delhi,UPI,Mobile,Shopping,Success,8,53,18,4,1,No,No,No,31,Medium
TXN000633,CUST7651,41,Male,399360.93,144,50593.58,6718.16,06-09-2025,15:49,Afternoon,Mumbai,Credit Card,ATM,Shopping,Success,16,19,21,6,2,No,Yes,No,90,High
TXN000634,CUST5255,24,Female,385774.07,173,71628.48,18638.05,27-04-2026,17:40,Evening,Chennai,Net Banking,ATM,Travel,Success,15,72,40,4,4,No,Yes,No,82,High
TXN000635,CUST3250,47,Female,225301.04,158,51698.44,18122.32,18-01-2023,17:22,Evening,Coimbatore,Net Banking,Mobile,Food,Success,9,89,224,6,2,No,No,No,77,Medium
TXN000636,CUST6969,57,Female,263997.8,147,24878.53,9308.04,09-01-2023,03:39,Morning,Ahmedabad,UPI,Web,Electronics,Success,20,32,38,1,1,No,Yes,Yes,89,Medium
TXN000637,CUST6793,39,Female,493017.7,179,39884.22,28281.67,21-11-2025,11:32,Morning,Coimbatore,Net Banking,Web,Healthcare,Success,4,8,273,5,2,No,Yes,Yes,100,Medium
TXN000638,CUST4975,56,Female,283919.84,82,53648.95,22972.82,04-08-2025,14:42,Afternoon,Jaipur,Debit Card,Web,Electronics,Success,3,79,48,4,0,Yes,No,No,41,Medium
TXN000639,CUST4715,18,Male,497788.3,97,18116.81,10197.7,09-04-2023,02:09,Morning,Bangalore,Wallet,Mobile,Electronics,Success,4,69,111,2,5,Yes,No,No,74,Medium
TXN000640,CUST6939,37,Male,373435.09,40,87786.82,44707.01,05-08-2023,07:19,Morning,Ahmedabad,UPI,Mobile,Grocery,Success,14,33,250,5,5,Yes,No,No,11,Medium
TXN000641,CUST3523,29,Female,291370.17,172,54717.97,33013.24,17-11-2024,22:34,Night,Pune,UPI,POS,Fuel,Success,1,81,19,2,4,No,No,Yes,84,High
TXN000642,CUST1516,49,Female,177267.12,22,88071.97,15878.4,20-05-2025,03:33,Morning,Jaipur,UPI,Web,Travel,Success,16,89,295,1,0,No,No,Yes,82,Medium
TXN000643,CUST2553,28,Female,444629.8,42,26976.58,16081.8,31-03-2025,00:42,Morning,Delhi,Debit Card,Web,Shopping,Success,12,12,171,5,4,Yes,No,Yes,89,High
TXN000644,CUST4223,29,Male,409257.36,15,6744.23,14785.21,15-03-2024,04:19,Morning,Bangalore,Net Banking,POS,Electronics,Success,6,29,28,5,3,No,Yes,Yes,19,Medium
TXN000645,CUST5934,54,Other,472880.68,112,17028.36,1683.64,27-11-2025,10:17,Morning,Ahmedabad,UPI,POS,Fuel,Success,12,7,74,1,0,No,Yes,Yes,69,Low
TXN000646,CUST9720,52,Female,309860.53,70,33925.76,33324.98,19-10-2024,11:36,Morning,Hyderabad,Credit Card,POS,Grocery,Success,20,88,156,3,1,Yes,No,Yes,44,Low
TXN000647,CUST8892,38,Female,499172.1,6,65132.2,21746.83,11-11-2023,06:02,Morning,Delhi,UPI,Web,Travel,Success,12,95,243,1,3,No,Yes,Yes,78,High
TXN000648,CUST7933,20,Male,102434.46,49,60668.24,46894.3,24-09-2024,00:29,Morning,Pune,Debit Card,POS,Grocery,Success,4,55,43,6,3,Yes,No,Yes,57,High
TXN000649,CUST6275,28,Male,133293.12,80,59199.2,27623.05,21-02-2024,01:21,Morning,Mumbai,Wallet,POS,Healthcare,Failed,13,68,18,6,2,Yes,Yes,Yes,68,High
TXN000650,CUST4099,49,Male,318141.22,25,29543.13,48214.72,09-08-2023,21:05,Night,Hyderabad,Wallet,Web,Fuel,Success,12,86,121,5,2,No,Yes,No,10,Medium
TXN000651,CUST6029,66,Female,136037.59,177,71546.16,607.84,22-03-2025,22:31,Night,Pune,Credit Card,Mobile,Grocery,Success,20,93,196,6,1,Yes,Yes,Yes,79,High
TXN000652,CUST4890,69,Other,248834.22,96,86098.66,37341.78,06-10-2023,22:06,Night,Mumbai,Wallet,POS,Entertainment,Success,18,74,8,5,0,Yes,Yes,Yes,42,High
TXN000653,CUST9957,23,Other,246515.1,141,23932.96,38397.38,14-07-2025,10:17,Morning,Chennai,UPI,ATM,Shopping,Success,12,58,20,2,5,No,No,No,97,Medium
TXN000654,CUST6292,46,Male,244720.46,112,12473.31,16869.91,26-10-2025,09:08,Morning,Pune,Debit Card,Mobile,Entertainment,Success,12,99,61,3,5,No,No,Yes,41,Low
TXN000655,CUST4770,69,Male,499195.74,42,5465.57,2907.7,28-01-2023,07:03,Morning,Ahmedabad,Net Banking,Web,Fuel,Success,7,24,90,4,5,No,No,No,71,Medium
TXN000656,CUST4829,60,Other,23340.2,24,31938.22,30789.41,24-03-2024,22:29,Night,Mumbai,Credit Card,Web,Shopping,Success,15,55,137,4,1,No,No,Yes,59,Medium
TXN000657,CUST3734,28,Male,234365.64,81,90753.13,34600.17,16-05-2025,18:16,Evening,Delhi,UPI,Web,Healthcare,Success,15,95,204,3,3,Yes,No,Yes,60,Medium
TXN000658,CUST9394,23,Male,430800.37,45,11991.21,46755.83,11-07-2025,02:26,Morning,Hyderabad,Net Banking,Mobile,Electronics,Success,11,22,126,4,5,Yes,No,Yes,43,Medium
TXN000659,CUST4723,27,Other,486825.72,136,22409.1,36118.15,27-02-2024,12:38,Afternoon,Coimbatore,UPI,Mobile,Shopping,Success,12,39,114,4,5,Yes,No,Yes,18,Medium
TXN000660,CUST3769,41,Female,117817.41,180,25368.87,8563.37,14-10-2023,22:59,Night,Ahmedabad,Net Banking,Mobile,Travel,Success,8,65,127,4,4,No,Yes,No,37,Medium
TXN000661,CUST5367,64,Male,243648.13,169,56028.5,48968.4,10-08-2025,19:08,Evening,Bangalore,Debit Card,ATM,Electronics,Failed,18,84,263,3,1,No,Yes,Yes,89,Medium
TXN000662,CUST3026,23,Male,74260.42,40,13260.74,32379.23,20-01-2025,11:07,Morning,Mumbai,UPI,POS,Healthcare,Success,14,50,85,3,4,Yes,No,No,85,Medium
TXN000663,CUST4703,25,Female,382744.87,29,57513.84,14888.6,30-01-2026,13:10,Afternoon,Coimbatore,Wallet,POS,Food,Success,16,58,296,1,0,Yes,No,Yes,50,Medium
TXN000664,CUST3736,32,Other,242852.31,1,72378.39,21582.46,24-09-2025,23:20,Night,Pune,Credit Card,ATM,Food,Success,4,83,200,5,3,No,No,No,21,Medium
TXN000665,CUST9665,20,Male,411199.68,30,73062.86,46823.55,27-06-2025,23:20,Night,Hyderabad,Wallet,ATM,Entertainment,Success,5,16,21,5,3,No,No,No,2,Medium
TXN000666,CUST5760,34,Other,356385.8,81,20119.28,11620.76,16-04-2023,01:24,Morning,Chennai,Debit Card,Web,Food,Success,13,57,18,6,2,Yes,No,No,70,Medium
TXN000667,CUST4212,51,Female,204457.19,83,96443.4,40517.02,28-04-2023,11:33,Morning,Kolkata,Debit Card,POS,Shopping,Success,17,38,76,1,1,No,No,Yes,50,Medium
TXN000668,CUST2206,38,Other,80537.04,22,48787.07,13221.02,15-01-2025,13:13,Afternoon,Ahmedabad,Wallet,POS,Healthcare,Success,5,21,148,1,2,Yes,No,No,56,Medium
TXN000669,CUST7487,61,Male,480212.61,79,88514.36,45162.52,31-01-2025,08:12,Morning,Hyderabad,Credit Card,Mobile,Electronics,Success,3,67,20,2,0,No,No,No,56,Medium
TXN000670,CUST9578,64,Male,411342.48,155,80353.63,31992.56,04-03-2025,10:15,Morning,Mumbai,Debit Card,Web,Entertainment,Success,12,58,241,5,0,Yes,No,No,2,Medium
TXN000671,CUST9184,19,Female,23385.43,86,14524.52,5096.75,22-06-2023,21:03,Night,Chennai,Net Banking,POS,Fuel,Success,9,96,0,6,0,Yes,No,No,91,Medium
TXN000672,CUST2545,51,Other,151186.3,81,59675.5,3346.63,26-08-2024,00:05,Morning,Mumbai,Wallet,Web,Food,Success,10,98,93,5,0,Yes,Yes,Yes,85,High
TXN000673,CUST2252,30,Other,427473.28,19,43105.69,25771.34,10-07-2025,13:02,Afternoon,Pune,Credit Card,Web,Entertainment,Success,1,79,85,2,2,No,Yes,Yes,82,Medium
TXN000674,CUST7880,37,Other,484658.96,72,31429.43,36122.41,09-04-2026,16:34,Afternoon,Hyderabad,Credit Card,Mobile,Healthcare,Success,20,65,59,6,5,Yes,No,No,100,High
TXN000675,CUST4611,65,Female,470067.39,73,97157.96,49157.19,28-05-2024,17:04,Evening,Hyderabad,UPI,Mobile,Healthcare,Success,4,37,186,5,3,Yes,Yes,Yes,95,High
TXN000676,CUST9474,67,Male,137817.21,67,26890.17,644.78,29-01-2024,20:09,Evening,Coimbatore,Net Banking,Web,Travel,Success,17,18,237,1,0,Yes,Yes,No,8,Medium
TXN000677,CUST7558,62,Other,216433.72,10,70528.76,5609.82,20-10-2025,19:48,Evening,Coimbatore,Wallet,POS,Fuel,Success,4,27,209,6,3,Yes,Yes,Yes,2,High
TXN000678,CUST3844,37,Female,456922.84,49,40233.13,22521.46,12-07-2023,12:02,Afternoon,Coimbatore,Credit Card,ATM,Travel,Success,19,40,150,3,4,Yes,Yes,Yes,57,Medium
TXN000679,CUST9766,57,Other,469568.66,31,82487.19,5644.49,29-03-2024,12:37,Afternoon,Coimbatore,Debit Card,POS,Food,Success,9,50,225,2,1,No,Yes,Yes,98,Medium
TXN000680,CUST5974,21,Male,126564.15,85,2933.92,30705.08,16-11-2023,03:57,Morning,Kolkata,Credit Card,Mobile,Healthcare,Failed,10,95,111,6,0,Yes,No,Yes,56,Medium
TXN000681,CUST9967,34,Male,18095.79,24,38792.82,4711.08,11-09-2025,11:16,Morning,Kolkata,Debit Card,POS,Shopping,Success,1,68,62,4,3,Yes,Yes,No,29,Medium
TXN000682,CUST1299,18,Other,420109.77,142,72522.28,41335.75,21-02-2024,12:19,Afternoon,Mumbai,Credit Card,Mobile,Travel,Failed,2,6,4,2,4,No,Yes,Yes,14,Medium
TXN000683,CUST4579,19,Female,306423.94,83,45467.97,27458.59,06-09-2023,17:38,Evening,Delhi,Net Banking,Web,Electronics,Success,7,3,69,2,4,Yes,Yes,No,85,High
TXN000684,CUST4880,18,Male,192184.41,78,3890.86,33799.9,07-08-2024,07:38,Morning,Coimbatore,Debit Card,POS,Food,Success,15,66,264,3,1,Yes,Yes,Yes,20,Low
TXN000685,CUST8678,26,Female,356128.43,22,39337.1,654.94,29-04-2023,02:49,Morning,Pune,Net Banking,ATM,Food,Success,1,28,241,1,0,Yes,Yes,Yes,76,Medium
TXN000686,CUST4349,66,Female,416540.68,39,39686.01,47338.45,26-02-2026,15:29,Afternoon,Delhi,Debit Card,Mobile,Food,Success,7,97,157,3,4,No,Yes,No,12,Medium
TXN000687,CUST8091,33,Male,160469.95,14,71601.64,7314.13,16-01-2025,00:38,Morning,Mumbai,Credit Card,Mobile,Entertainment,Success,9,51,39,3,1,No,Yes,Yes,30,Medium
TXN000688,CUST6069,60,Other,114989.68,150,35321.4,24152.89,07-02-2025,22:14,Night,Kolkata,Debit Card,POS,Travel,Success,9,56,9,3,3,No,Yes,Yes,80,High
TXN000689,CUST2607,41,Female,150575.77,144,2657.58,20212.81,24-02-2026,15:26,Afternoon,Pune,UPI,Mobile,Travel,Success,4,11,274,3,5,Yes,No,Yes,54,Medium
TXN000690,CUST1881,24,Other,272458.64,41,70769.18,3567.55,03-09-2024,20:56,Evening,Ahmedabad,UPI,Web,Electronics,Success,1,40,249,1,1,Yes,Yes,No,9,Medium
TXN000691,CUST5652,63,Female,400292.59,37,6263.38,28500.56,12-04-2026,04:52,Morning,Delhi,Wallet,Web,Shopping,Success,3,70,234,3,4,Yes,Yes,Yes,83,Medium
TXN000692,CUST5296,34,Other,170127.45,128,48674.01,23471.51,04-05-2025,20:20,Evening,Ahmedabad,Credit Card,ATM,Shopping,Success,3,16,124,3,1,No,No,Yes,61,Low
TXN000693,CUST4647,20,Female,408337.97,146,54250.06,30978.2,27-07-2025,12:45,Afternoon,Pune,Debit Card,ATM,Travel,Success,5,89,239,4,0,No,Yes,Yes,9,Medium
TXN000694,CUST3541,29,Male,211273.31,54,11769.04,29175.7,23-04-2023,05:09,Morning,Jaipur,UPI,Mobile,Travel,Success,5,73,244,5,4,No,No,Yes,33,Low
TXN000695,CUST5822,21,Male,69214.49,169,94969.74,8769.59,19-08-2024,06:14,Morning,Kolkata,Net Banking,ATM,Travel,Success,14,5,254,1,4,No,No,Yes,22,Medium
TXN000696,CUST4943,34,Female,283022.99,93,21262.35,20758.84,05-04-2023,21:26,Night,Kolkata,Debit Card,POS,Grocery,Success,12,92,168,2,1,Yes,Yes,No,53,Medium
TXN000697,CUST3615,60,Female,136957.02,38,3099.29,43171.02,20-03-2024,02:02,Morning,Coimbatore,Credit Card,Mobile,Food,Success,1,53,41,1,3,Yes,No,No,19,Low
TXN000698,CUST4329,45,Other,161695.81,69,69494.7,27362.59,14-03-2025,08:10,Morning,Delhi,Net Banking,ATM,Food,Success,18,20,176,1,5,Yes,No,Yes,76,High
TXN000699,CUST9944,50,Female,78750.22,87,20646.29,13880.94,31-07-2024,09:05,Morning,Kolkata,Wallet,Mobile,Fuel,Success,11,16,293,1,2,Yes,No,No,41,Low
TXN000700,CUST5881,18,Male,223464.67,153,38035.34,33305.29,27-08-2023,10:24,Morning,Kolkata,UPI,Web,Travel,Success,19,93,225,2,5,No,Yes,No,12,Medium
TXN000701,CUST2339,42,Other,117342.67,65,53587.51,11893.63,05-06-2024,20:12,Evening,Chennai,Debit Card,Web,Healthcare,Success,3,98,173,6,5,Yes,Yes,Yes,47,High
TXN000702,CUST8832,22,Male,311422.79,12,61241.85,8972.39,28-01-2024,13:19,Afternoon,Pune,Wallet,Mobile,Healthcare,Success,16,36,64,4,5,Yes,Yes,Yes,84,High
TXN000703,CUST6486,66,Male,360886.1,44,17929.72,7276.94,23-01-2023,10:00,Morning,Chennai,Credit Card,Web,Travel,Success,19,52,270,2,5,No,No,No,86,Medium
TXN000704,CUST3533,46,Other,188171.37,174,14368.76,32255.83,30-11-2024,04:32,Morning,Ahmedabad,Debit Card,POS,Food,Success,8,52,103,3,2,No,Yes,Yes,64,Low
TXN000705,CUST8121,40,Male,190728.19,126,60513.36,4321.48,30-09-2025,04:07,Morning,Pune,Wallet,Web,Healthcare,Success,9,15,89,6,0,Yes,Yes,Yes,97,High
TXN000706,CUST6017,65,Other,327350.15,96,58763.44,12539.8,08-06-2024,15:10,Afternoon,Coimbatore,Net Banking,Mobile,Entertainment,Success,14,34,136,3,4,No,No,No,78,Medium
